what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1351508316995
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1351508317001
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1351508317011
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1351508317027
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1351508317053
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1351508317069
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1351508317075
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1351508317085
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1351508317102
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1351508317111
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1351508317112
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1351508317121
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1351508317128
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1351508317132
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1351508317133
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1351508317133
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1351508317142
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1351508317148
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1351508317150
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1351508317152
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1351508317160
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1351508317175
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1351508317183
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1351508317195
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1351508317203
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1351508317215
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1351508317226
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1351508317245
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1351508317256
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1351508317268
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1351508317327
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1351508317361
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1351508317392
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1351508317392
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1351508317403
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1351508317417
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1351508317418
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1351508317488
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1351508317509
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1351508317510
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1351508317516
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1351508317524
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351508317525
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1351508317531
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1351508317532
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1351508317537
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1351508317537
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1351508317540
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1351508317541
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1351508317542
started,bundle,org.jboss.ide.eclipse.as.core,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.core",1351508317558
started,bundle,org.jboss.ide.eclipse.as.ui,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.ui",1351508317558
os,sysinfo,,,"linux",1351508317561
arch,sysinfo,,,"x86",1351508317561
ws,sysinfo,,,"gtk",1351508317561
locale,sysinfo,,,"en_US",1351508317561
processors,sysinfo,,,"2",1351508317561
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351508317561
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1351508317561
java.specification.name,sysinfo,,,"Java Platform API Specification",1351508317561
java.specification.vendor,sysinfo,,,"Oracle Corporation",1351508317561
java.specification.version,sysinfo,,,"1.7",1351508317561
java.vendor,sysinfo,,,"Oracle Corporation",1351508317561
java.version,sysinfo,,,"1.7.0_09",1351508317561
java.vm.info,sysinfo,,,"mixed mode",1351508317561
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1351508317561
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351508317561
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1351508317561
java.vm.specification.version,sysinfo,,,"1.7",1351508317561
java.vm.vendor,sysinfo,,,"Oracle Corporation",1351508317561
java.vm.version,sysinfo,,,"23.5-b02",1351508317561
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1351508320486
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1351508320506
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351508323462
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351508323471
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1351508323491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508510286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508512265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508525526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508568561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508568592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508570587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508570753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508601006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351508607303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351510509802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351510980431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351511187771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351511208625
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1351511211322
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1351511211349
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1351511226361
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1351511226384
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1351511226424
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1351511226453
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1351511226461
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1351511226723
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1351511226779
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1351511226836
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1351511226878
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1351511227030
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1351511227082
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1351511227314
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1351511227366
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1351511227490
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20120604-2017-H86-CR1,"org.jboss.ide.eclipse.archives.core",1351511227986
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20120604-2017-H70-CR1,"org.jboss.tools.jmx.core",1351511227987
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.archives.webtools",1351511227987
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.wtp.core",1351511227987
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1351511228263
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.ui.mbeans",1351511228323
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1351511228363
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1351511234012
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1351511234039
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1351511234052
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351511234090
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1351511234144
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1351511234428
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1351511234499
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1351511234502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351511234671
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1351511239788
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1351511239830
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351511241432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351511249001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516562283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516608659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516627263
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1351516628193
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1351516628206
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1351516628252
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1351516628254
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1351516628414
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1351516628445
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1351516628665
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1351516628682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516639217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516647684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516656953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516749531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1351516751589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516770137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351516777749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516777763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516783358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351516807506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516807528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516841722
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1351516897070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1351516898119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516898139
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351516899548
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351516899677
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1351516935269
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1351516935308
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1351516935328
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1351516935361
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1351516935364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516936266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516937211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516937257
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1351516937350
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1351516938301
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.natives",1351516972132
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1351516972156
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1351516972167
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1351516972385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516972414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516972801
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1351516978797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516978828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516978835
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351516993365
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1351516993871
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1351516993872
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1351516993872
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1351516993873
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1351516993873
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1351516993874
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1351516993874
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1351516993874
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1351516993875
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1351516993875
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1351516993883
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1351516993884
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1351516993889
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1351516993890
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1351516993890
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1351516993891
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1351516993909
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1351516993909
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1351516993910
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1351516993910
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1351516993911
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1351516993984
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1351516994000
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1351516994001
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1351516994001
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1351516994002
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1351516994002
